ID,Request_ID,Status,Messages,Name,Phone,Email,Language,Route,Address,Order,Unit,ZIP,LAT,LON,Household_Size,Restrictions,Preferences,Driver_Instructions,Restriction Codes
215,346,Active,,David Lawson,3528974852,kdyirj81w2@hotmail.com,English,12,1543 NE 19TH ST,7,Apt A,32607,29.67038,-82.319792,1,"Check for pre-pack bag. No white bread, low-prep/no-prep, soft foods only, no canned spinach","Fruits (oranges, bananas, soft), veg (salads, dressing, tomatoes, any soft). Canned and dry goods (soups, stews, proteins, any). Wheat bread, milk, cheese, eggs, hamburger. Toilet paper.",,LPNP
216,344,Waitlist - Waiting,,Deborah Hawkins,3521885934,0up99rw2j2@iloveapps.com,English,3,365 SW 41ST AVE,,Apt A,32603,29.713144,-82.307298,1,No yellow onions,"Fruits (bananas, oranges, strawberries, blueberries, any) vegetables (any). anything but white bread, canned goods (canned beans, tomato sauce, any), eggs, milk",,
217,345,Waitlist - Waiting,,Heather Boyer,3522147862,5p30hb9kr3@gmail.com,English,1,2827 NW 12TH PL,,Apt 215,32608,29.672179,-82.37053,1,"Vegan, no pastries","Fruits (bananas, any) vegetables (peas, corn, any), ketchup, wheat/whole wheat bread, canned goods (any), rice",,
218,347,Waitlist - Needs Screening,,Justin Tucker,3523854600,uy3w3722ri@pureemail.com,Spanish,,734 NW 34TH BLVD,,,,,,,,,,
219,348,Waitlist - Waiting,,Lawrence Anderson,3527194399,ptlk6klekw@iloveapps.com,English,2,1491 SE 35TH ST,,Apt 8,32601,,,3,Soft food,"Fruits (oranges, bananas, peaches, plums, soft fruit). vegetables (any), canned beans, tuna, chicken, rice, soups and stews, canned veg, wheat bread, pastries, eggs, milk, meat",,
220,349,Initial Outreach Failed,,David Mcclain,3527180283,3m8o8edewe@iloveapps.com,English,,761 NW 61ST AVE,,,,,,,,,,
221,350,Waitlist - Needs Screening,,Bryan Bright,3527113362,vw77kadmx6@pureemail.com,English,,440 NW 14TH BLVD,,,,,,,,,,
223,352,Waitlist - Waiting,,Donald Valdez,3528651412,gc42iflups@hotmail.com,English,,2126 NW 41ST ST,,,32641,,,1,,"Fruits, vegetables, canned goods, bread, pastries, egg, milk, meat",,
224,353,Waitlist - Waiting,,Brent Hendricks,3523367421,j597n16vg7@hotmail.com,English,,1354 NW 2ND BLVD,,Apt 18,32607,,,2,,"Fruit (mangoes, strawberries, any), veg (tomatoes, cucumbers, carrots, squash, okra, zuc, mushrooms), white bread, pastries, canned goods (gr beans, pinto, grains, spinach), eggs, milk, meat, olives, pickles",,
225,354,Waitlist - Waiting,,Amanda Fox,3527978982,2d4fsizk7e@pureemail.com,English,,3683 NE 48TH CT,,Apt 1831,32607,,,5,,"Fruit (any), veg (okra, any), white or wheat bread, pastries, canned tomatoes, corn, eggs, milk, meat (sausage)",,
